tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-520,Roland Garros,Clay,128.0,G,20160523.0,126.0,106210.0,,,Jiri Vesely,L,,CZE,22.8692676249,60.0,815.0,104330.0,,,Rajeev Ram,R,193.0,USA,32.180698152,70.0,752.0,6-4 6-4 6-7(5) 6-0,5.0,R128,146.0,10.0,2.0,100.0,71.0,58.0,23.0,19.0,0.0,0.0,6.0,1.0,121.0,85.0,59.0,17.0,19.0,4.0,9.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,127.0,104597.0,,,Nicolas Almagro,R,183.0,ESP,30.7542778919,49.0,899.0,104259.0,24.0,,Philipp Kohlschreiber,R,178.0,GER,32.6023271732,26.0,1485.0,5-7 6-2 6-2 6-4,5.0,R128,157.0,19.0,4.0,117.0,67.0,57.0,24.0,19.0,7.0,9.0,5.0,3.0,117.0,61.0,40.0,29.0,19.0,4.0,10.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,128.0,105311.0,26.0,,Joao Sousa,R,,POR,27.1485284052,29.0,1275.0,106000.0,,,Damir Dzumhur,R,172.0,BIH,24.0082135524,73.0,747.0,2-6 7-6(8) 6-4 7-5,5.0,R128,180.0,2.0,1.0,138.0,93.0,63.0,25.0,21.0,0.0,5.0,4.0,1.0,154.0,112.0,68.0,26.0,21.0,13.0,18.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,129.0,105208.0,,,Ernests Gulbis,R,190.0,LAT,27.7289527721,80.0,701.0,104312.0,,,Andreas Seppi,R,190.0,ITA,32.2518822724,38.0,1095.0,6-3 7-5 6-4,5.0,R128,128.0,16.0,6.0,102.0,55.0,44.0,27.0,16.0,6.0,6.0,4.0,1.0,89.0,54.0,39.0,20.0,15.0,5.0,8.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,130.0,104571.0,,,Marcos Baghdatis,R,183.0,CYP,30.932238193,39.0,1067.0,104180.0,,,Gilles Muller,L,193.0,LUX,33.0403832991,42.0,1020.0,7-5 6-4 6-1,5.0,R128,117.0,7.0,1.0,80.0,52.0,36.0,15.0,15.0,4.0,7.0,10.0,12.0,111.0,65.0,41.0,16.0,14.0,15.0,23.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,131.0,104542.0,6.0,,Jo Wilfried Tsonga,R,188.0,FRA,31.099247091,7.0,3355.0,105526.0,,,Jan Lennard Struff,R,,GER,26.0780287474,101.0,578.0,6-3 6-4 6-4,5.0,R128,121.0,8.0,3.0,96.0,61.0,45.0,21.0,15.0,4.0,5.0,2.0,4.0,89.0,60.0,39.0,13.0,14.0,4.0,8.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,132.0,105683.0,8.0,,Milos Raonic,R,196.0,CAN,25.4045174538,9.0,2785.0,104386.0,,,Janko Tipsarevic,R,180.0,SRB,31.9178644764,680.0,38.0,6-3 6-2 7-6(5),5.0,R128,129.0,10.0,5.0,79.0,44.0,41.0,22.0,15.0,0.0,1.0,4.0,2.0,102.0,49.0,35.0,25.0,14.0,11.0,15.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,133.0,105173.0,,,Adrian Mannarino,L,183.0,FRA,27.8986995209,58.0,825.0,105062.0,,,Mikhail Kukushkin,R,183.0,KAZ,28.4079397673,83.0,699.0,6-4 2-6 6-2 6-4,5.0,R128,159.0,12.0,2.0,113.0,63.0,43.0,23.0,18.0,2.0,7.0,3.0,1.0,123.0,74.0,43.0,24.0,18.0,10.0,17.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,134.0,105413.0,,,Andrej Martin,R,180.0,SVK,26.6721423682,133.0,438.0,103926.0,,,Daniel Munoz De La Nava,L,,ESP,34.3134839151,105.0,561.0,6-2 6-3 4-6 6-4,5.0,R128,156.0,7.0,3.0,104.0,72.0,58.0,18.0,19.0,6.0,7.0,1.0,2.0,127.0,81.0,44.0,30.0,18.0,14.0,19.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,135.0,106298.0,29.0,,Lucas Pouille,R,,FRA,22.2450376454,31.0,1266.0,103898.0,,,Julien Benneteau,R,185.0,FRA,34.4229979466,548.0,59.0,6-3 4-6 6-4 7-6(4),5.0,R128,186.0,12.0,6.0,160.0,87.0,63.0,33.0,21.0,15.0,20.0,8.0,2.0,132.0,82.0,55.0,22.0,20.0,5.0,11.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,136.0,106058.0,23.0,,Jack Sock,R,185.0,USA,23.6605065024,25.0,1505.0,104898.0,,,Robin Haase,R,190.0,NED,29.1307323751,86.0,685.0,6-3 7-5 3-6 6-7(3) 6-2,5.0,R128,195.0,8.0,8.0,160.0,92.0,69.0,39.0,25.0,9.0,11.0,11.0,5.0,168.0,114.0,76.0,30.0,25.0,14.0,19.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,137.0,104460.0,,,Dustin Brown,R,196.0,GER,31.4551676934,116.0,520.0,104534.0,,,Dudi Sela,R,175.0,ISR,31.1348391513,62.0,781.0,6-7(5) 6-4 7-6(5) 4-6 6-4,5.0,R128,213.0,4.0,3.0,190.0,130.0,85.0,29.0,27.0,16.0,24.0,4.0,4.0,191.0,106.0,67.0,43.0,27.0,5.0,14.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,138.0,105077.0,,,Albert Ramos,L,188.0,ESP,28.34770705,55.0,853.0,104547.0,,,Horacio Zeballos,L,188.0,ARG,31.0718685832,89.0,641.0,6-3 4-6 7-5 6-0,5.0,R128,185.0,8.0,0.0,117.0,75.0,53.0,26.0,19.0,8.0,10.0,8.0,5.0,133.0,83.0,51.0,22.0,18.0,10.0,17.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,139.0,105477.0,,,Marco Trungelliti,R,,ARG,26.3080082136,166.0,323.0,105227.0,10.0,,Marin Cilic,R,198.0,CRO,27.6495550992,10.0,2775.0,7-6(4) 3-6 6-4 6-2,5.0,R128,170.0,4.0,5.0,134.0,87.0,56.0,25.0,20.0,7.0,12.0,13.0,2.0,110.0,62.0,47.0,22.0,19.0,3.0,9.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,140.0,104468.0,16.0,,Gilles Simon,R,183.0,FRA,31.4031485284,18.0,1945.0,104297.0,,,Rogerio Dutra Silva,R,178.0,BRA,32.3011635866,85.0,686.0,7-6(5) 6-4 6-2,5.0,R128,159.0,4.0,4.0,114.0,56.0,33.0,31.0,15.0,7.0,12.0,0.0,5.0,99.0,57.0,31.0,18.0,15.0,5.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,141.0,105550.0,,,Guido Pella,L,,ARG,26.0177960301,48.0,899.0,106043.0,,,Diego Sebastian Schwartzman,R,,ARG,23.7672826831,63.0,781.0,6-2 3-6 6-2 6-3,5.0,R128,142.0,5.0,1.0,100.0,72.0,54.0,14.0,17.0,6.0,9.0,1.0,2.0,106.0,72.0,41.0,15.0,17.0,8.0,15.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,142.0,105583.0,,,Dusan Lajovic,R,180.0,SRB,25.8973305955,81.0,701.0,106045.0,,,Denis Kudla,R,180.0,USA,23.7645448323,53.0,855.0,6-4 6-3 6-3,5.0,R128,101.0,1.0,1.0,86.0,61.0,43.0,17.0,14.0,4.0,5.0,4.0,3.0,78.0,46.0,29.0,16.0,14.0,6.0,11.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,143.0,104678.0,22.0,,Viktor Troicki,R,193.0,SRB,30.2806297057,24.0,1535.0,105777.0,,,Grigor Dimitrov,R,188.0,BUL,25.0212183436,36.0,1150.0,2-6 6-3 5-7 7-5 6-3,5.0,R128,225.0,7.0,2.0,177.0,119.0,74.0,30.0,25.0,11.0,17.0,7.0,10.0,161.0,99.0,67.0,27.0,25.0,5.0,12.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,144.0,104871.0,30.0,,Jeremy Chardy,R,188.0,FRA,29.2758384668,32.0,1265.0,104919.0,,,Leonardo Mayer,R,188.0,ARG,29.0239561944,68.0,755.0,6-4 3-6 6-4 6-2,5.0,R128,160.0,8.0,9.0,111.0,63.0,54.0,21.0,19.0,7.0,9.0,9.0,3.0,121.0,82.0,57.0,18.0,18.0,7.0,12.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,145.0,106361.0,,,Adam Pavlasek,R,,CZE,21.6235455168,132.0,442.0,106148.0,,,Roberto Carballes Baena,R,,ESP,23.1676933607,114.0,523.0,6-2 4-6 6-3 1-6 6-1,5.0,R128,189.0,7.0,2.0,155.0,102.0,66.0,26.0,21.0,13.0,19.0,0.0,2.0,135.0,95.0,54.0,20.0,20.0,9.0,17.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,146.0,106121.0,,,Taro Daniel,R,,JPN,23.318275154,93.0,614.0,105373.0,,,Martin Klizan,L,190.0,SVK,26.8665297741,45.0,960.0,3-6 4-6 7-5 6-4 3-0 RET,5.0,R128,189.0,7.0,2.0,136.0,86.0,58.0,22.0,22.0,10.0,17.0,10.0,6.0,135.0,81.0,52.0,22.0,22.0,3.0,11.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,147.0,104527.0,3.0,,Stanislas Wawrinka,R,183.0,SUI,31.1540041068,4.0,6315.0,104586.0,,,Lukas Rosol,R,196.0,CZE,30.8309377139,59.0,815.0,4-6 6-1 3-6 6-3 6-4,5.0,R128,191.0,9.0,4.0,142.0,90.0,70.0,28.0,23.0,8.0,10.0,9.0,1.0,171.0,106.0,64.0,38.0,22.0,12.0,16.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,148.0,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,26.3983572895,6.0,4470.0,104620.0,,,Simone Bolelli,R,183.0,ITA,30.6228610541,115.0,522.0,6-1 7-5 6-3,5.0,R128,120.0,4.0,3.0,86.0,45.0,36.0,24.0,14.0,3.0,4.0,1.0,2.0,90.0,55.0,35.0,13.0,14.0,3.0,9.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,149.0,105723.0,,,Andrey Kuznetsov,R,185.0,RUS,25.2484599589,40.0,1063.0,103794.0,,,Benjamin Becker,R,178.0,GER,34.9349760438,96.0,600.0,6-2 6-2 6-4,5.0,R128,80.0,7.0,3.0,71.0,39.0,32.0,22.0,13.0,1.0,2.0,7.0,3.0,77.0,54.0,29.0,10.0,13.0,2.0,8.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,150.0,104471.0,,,Ivan Dodig,R,183.0,CRO,31.3867214237,77.0,708.0,104022.0,,,Mikhail Youzhny,R,183.0,RUS,33.9110198494,78.0,707.0,6-4 5-7 7-5 2-6 6-3,5.0,R128,256.0,13.0,6.0,179.0,110.0,76.0,31.0,26.0,12.0,18.0,4.0,8.0,172.0,103.0,66.0,38.0,25.0,8.0,15.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,151.0,104269.0,,,Fernando Verdasco,L,188.0,ESP,32.5201916496,52.0,855.0,105449.0,33.0,,Steve Johnson,R,188.0,USA,26.4120465435,34.0,1190.0,7-5 6-4 7-5,5.0,R128,140.0,5.0,3.0,101.0,74.0,51.0,20.0,17.0,6.0,7.0,5.0,5.0,116.0,76.0,51.0,19.0,17.0,9.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,152.0,106401.0,17.0,,Nick Kyrgios,R,,AUS,21.0732375086,19.0,1855.0,106065.0,,,Marco Cecchinato,R,,ITA,23.6440793977,124.0,478.0,7-6(6) 7-6(6) 6-4,5.0,R128,142.0,16.0,2.0,100.0,64.0,52.0,27.0,17.0,1.0,1.0,5.0,2.0,134.0,79.0,54.0,31.0,17.0,12.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,153.0,104997.0,,,Igor Sijsling,R,190.0,NED,28.7638603696,123.0,484.0,104494.0,,,Adrian Ungur,R,178.0,ROU,31.3237508556,203.0,264.0,6-1 6-2 7-6(5),5.0,R128,102.0,3.0,8.0,97.0,59.0,41.0,19.0,14.0,2.0,5.0,2.0,4.0,99.0,60.0,33.0,15.0,13.0,8.0,15.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,154.0,106216.0,,,Bjorn Fratangelo,R,,USA,22.8446269678,103.0,567.0,105023.0,,,Sam Querrey,R,198.0,USA,28.6269678303,37.0,1135.0,6-3 6-1 6-7(3) 6-3,5.0,R128,124.0,3.0,3.0,119.0,68.0,47.0,35.0,19.0,9.0,10.0,11.0,3.0,106.0,67.0,52.0,13.0,18.0,8.0,14.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,155.0,104755.0,9.0,,Richard Gasquet,R,185.0,FRA,29.9301848049,12.0,2725.0,105064.0,,,Thomaz Bellucci,L,188.0,BRA,28.3969883641,57.0,825.0,6-1 6-3 6-4,5.0,R128,128.0,3.0,0.0,88.0,59.0,41.0,13.0,13.0,7.0,9.0,1.0,4.0,88.0,52.0,27.0,16.0,13.0,9.0,16.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,156.0,104545.0,15.0,,John Isner,R,206.0,USA,31.0746064339,17.0,1965.0,105357.0,,,John Millman,R,183.0,AUS,26.9404517454,61.0,796.0,6-7(4) 7-6(12) 7-6(7) 7-5,5.0,R128,200.0,40.0,5.0,158.0,115.0,94.0,22.0,24.0,3.0,6.0,5.0,2.0,173.0,125.0,78.0,37.0,24.0,6.0,10.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,157.0,106378.0,,,Kyle Edmund,R,,GBR,21.3716632444,82.0,701.0,105932.0,,,Nikoloz Basilashvili,R,,RUS,24.2464065708,104.0,563.0,7-6(4) 6-7(7) 7-5 6-1,5.0,R128,167.0,16.0,5.0,132.0,82.0,70.0,27.0,22.0,3.0,4.0,4.0,7.0,144.0,91.0,62.0,27.0,21.0,7.0,11.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,158.0,104559.0,,,Teymuraz Gabashvili,R,188.0,RUS,31.0006844627,79.0,706.0,105385.0,,,Donald Young,L,183.0,USA,26.8336755647,76.0,712.0,7-6(1) 6-2 6-3,5.0,R128,114.0,8.0,6.0,90.0,43.0,34.0,23.0,15.0,4.0,8.0,2.0,6.0,99.0,56.0,34.0,16.0,14.0,9.0,16.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,159.0,105332.0,19.0,,Benoit Paire,R,196.0,FRA,27.0417522245,21.0,1641.0,105430.0,,,Radu Albot,R,,MDA,26.5297741273,137.0,423.0,6-2 4-6 6-4 1-6 6-4,5.0,R128,179.0,9.0,10.0,147.0,60.0,39.0,41.0,23.0,7.0,16.0,2.0,6.0,140.0,87.0,48.0,26.0,22.0,9.0,19.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,160.0,103333.0,27.0,,Ivo Karlovic,R,208.0,CRO,37.2320328542,28.0,1280.0,103656.0,,,Albert Montanes,R,175.0,ESP,35.4880219028,98.0,592.0,6-2 7-6(7) 7-6(5),5.0,R128,108.0,31.0,3.0,93.0,60.0,59.0,19.0,16.0,1.0,2.0,3.0,3.0,104.0,77.0,56.0,15.0,16.0,3.0,6.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,161.0,111442.0,,,Jordan Thompson,R,,AUS,22.0917180014,94.0,608.0,111513.0,,,Laslo Djere,R,,SRB,20.9746748802,215.0,249.0,6-3 6-4 7-5,5.0,R128,128.0,6.0,1.0,90.0,61.0,44.0,21.0,16.0,2.0,3.0,1.0,4.0,92.0,56.0,35.0,21.0,15.0,3.0,7.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,162.0,106288.0,,,Mathias Bourgue,R,,FRA,22.3436002738,164.0,326.0,105515.0,,,Jordi Samper Montana,U,,ESP,26.1327857632,216.0,249.0,7-5 7-6(5) 7-6(6),5.0,R128,206.0,4.0,4.0,120.0,73.0,49.0,19.0,18.0,3.0,9.0,2.0,0.0,146.0,98.0,55.0,24.0,18.0,10.0,17.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,163.0,104918.0,2.0,,Andy Murray,R,190.0,GBR,29.0239561944,2.0,8435.0,103285.0,,,Radek Stepanek,R,185.0,CZE,37.4866529774,128.0,459.0,3-6 3-6 6-0 6-3 7-5,5.0,R128,221.0,14.0,2.0,138.0,91.0,64.0,26.0,23.0,4.0,8.0,4.0,8.0,149.0,92.0,59.0,25.0,22.0,4.0,10.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,164.0,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,29.0047912389,1.0,16150.0,104327.0,,,Steve Darcis,R,178.0,BEL,32.1943874059,161.0,331.0,7-5 6-3 6-4,5.0,R64,137.0,4.0,4.0,105.0,70.0,47.0,20.0,16.0,2.0,4.0,3.0,5.0,98.0,54.0,34.0,22.0,15.0,7.0,12.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,165.0,105379.0,,,Aljaz Bedene,R,181.0,GBR,26.8473648186,66.0,765.0,105807.0,,,Pablo Carreno Busta,R,,ESP,24.8651608487,43.0,995.0,7-6(4) 6-3 4-6 5-7 6-2,5.0,R64,199.0,23.0,1.0,150.0,80.0,64.0,35.0,26.0,9.0,14.0,10.0,2.0,145.0,87.0,63.0,24.0,25.0,4.0,11.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,166.0,106432.0,,,Borna Coric,R,,CRO,19.5208761123,47.0,935.0,106071.0,20.0,,Bernard Tomic,R,193.0,AUS,23.5865845311,22.0,1625.0,3-6 6-2 7-6(4) 7-6(6),5.0,R64,166.0,17.0,7.0,127.0,81.0,59.0,29.0,21.0,3.0,5.0,15.0,2.0,146.0,95.0,69.0,26.0,20.0,10.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,167.0,105138.0,14.0,,Roberto Bautista Agut,R,,ESP,28.1067761807,16.0,2015.0,103908.0,,,Paul Henri Mathieu,R,185.0,FRA,34.3600273785,65.0,771.0,7-6(5) 6-4 6-1,5.0,R64,142.0,6.0,1.0,101.0,64.0,47.0,19.0,15.0,6.0,8.0,2.0,5.0,93.0,51.0,33.0,19.0,14.0,3.0,9.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,168.0,103970.0,11.0,,David Ferrer,R,175.0,ESP,34.1409993155,11.0,2740.0,104338.0,,,Juan Monaco,R,185.0,ARG,32.1505817933,92.0,620.0,6-7(4) 6-3 6-4 6-2,5.0,R64,192.0,6.0,3.0,137.0,92.0,58.0,18.0,20.0,11.0,17.0,1.0,1.0,146.0,110.0,56.0,16.0,19.0,10.0,21.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,169.0,103852.0,21.0,,Feliciano Lopez,L,188.0,ESP,34.6721423682,23.0,1550.0,103607.0,,,Victor Estrella,R,173.0,DOM,35.8056125941,87.0,670.0,6-3 7-6(8) 6-3,5.0,R64,150.0,15.0,0.0,105.0,69.0,57.0,18.0,15.0,4.0,5.0,4.0,1.0,124.0,84.0,53.0,22.0,15.0,10.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,170.0,104655.0,25.0,,Pablo Cuevas,R,180.0,URU,30.3901437372,27.0,1450.0,111460.0,,,Quentin Halys,R,,FRA,19.5728952772,154.0,347.0,7-6(4) 6-3 7-6(6),5.0,R64,141.0,19.0,5.0,111.0,62.0,53.0,28.0,17.0,2.0,3.0,11.0,9.0,132.0,81.0,57.0,26.0,16.0,11.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,171.0,104607.0,7.0,,Tomas Berdych,R,196.0,CZE,30.6803559206,8.0,2850.0,104291.0,,,Malek Jaziri,R,185.0,TUN,32.3394934976,72.0,751.0,6-1 2-6 6-2 6-4,5.0,R64,134.0,11.0,1.0,95.0,51.0,42.0,25.0,17.0,3.0,5.0,1.0,3.0,95.0,51.0,38.0,17.0,16.0,10.0,15.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,172.0,104745.0,4.0,,Rafael Nadal,L,185.0,ESP,29.9712525667,5.0,5675.0,105487.0,,,Facundo Bagnis,L,,ARG,26.2340862423,99.0,590.0,6-3 6-0 6-3,5.0,R64,104.0,0.0,2.0,72.0,56.0,39.0,9.0,12.0,7.0,9.0,2.0,3.0,77.0,50.0,23.0,12.0,12.0,2.0,10.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,173.0,104719.0,,,Marcel Granollers,R,190.0,ESP,30.1136208077,56.0,844.0,103917.0,,,Nicolas Mahut,R,190.0,FRA,34.3353867214,44.0,976.0,6-3 6-2 1-0 RET,5.0,R64,83.0,3.0,0.0,44.0,29.0,19.0,10.0,9.0,0.0,2.0,1.0,3.0,70.0,42.0,18.0,13.0,9.0,7.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,174.0,100644.0,,,Alexander Zverev,R,,GER,19.0910335387,41.0,1060.0,103565.0,,,Stephane Robert,R,185.0,FRA,36.0164271047,90.0,628.0,6-1 3-6 6-1 6-4,5.0,R64,129.0,5.0,2.0,99.0,60.0,47.0,18.0,17.0,5.0,8.0,11.0,7.0,100.0,48.0,35.0,20.0,16.0,5.0,12.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,175.0,106233.0,13.0,,Dominic Thiem,R,,AUT,22.7186858316,15.0,2430.0,104198.0,,,Guillermo Garcia Lopez,R,188.0,ESP,32.9691991786,51.0,865.0,7-5 6-4 7-6(3),5.0,R64,145.0,7.0,7.0,113.0,57.0,40.0,31.0,17.0,6.0,9.0,5.0,4.0,112.0,52.0,37.0,28.0,17.0,7.0,12.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,176.0,105676.0,12.0,,David Goffin,R,163.0,BEL,25.4592744695,13.0,2570.0,104122.0,,,Carlos Berlocq,R,183.0,ARG,33.3004791239,126.0,462.0,7-5 6-1 6-4,5.0,R64,122.0,4.0,2.0,80.0,39.0,29.0,25.0,15.0,3.0,5.0,4.0,0.0,93.0,69.0,41.0,10.0,14.0,8.0,15.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,177.0,104597.0,,,Nicolas Almagro,R,183.0,ESP,30.7542778919,49.0,899.0,106210.0,,,Jiri Vesely,L,,CZE,22.8692676249,60.0,815.0,6-4 6-4 6-3,5.0,R64,128.0,7.0,2.0,73.0,39.0,29.0,24.0,15.0,2.0,4.0,10.0,8.0,123.0,76.0,43.0,24.0,14.0,13.0,19.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,178.0,105208.0,,,Ernests Gulbis,R,190.0,LAT,27.7289527721,80.0,701.0,105311.0,26.0,,Joao Sousa,R,,POR,27.1485284052,29.0,1275.0,6-2 7-5 6-3,5.0,R64,109.0,16.0,2.0,68.0,41.0,35.0,19.0,15.0,2.0,3.0,3.0,1.0,97.0,60.0,40.0,14.0,14.0,7.0,13.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,179.0,104542.0,6.0,,Jo Wilfried Tsonga,R,188.0,FRA,31.099247091,7.0,3355.0,104571.0,,,Marcos Baghdatis,R,183.0,CYP,30.932238193,39.0,1067.0,6-7(6) 3-6 6-3 6-2 6-2,5.0,R64,206.0,5.0,5.0,147.0,95.0,70.0,26.0,23.0,6.0,9.0,11.0,3.0,148.0,81.0,60.0,28.0,23.0,10.0,17.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,180.0,105683.0,8.0,,Milos Raonic,R,196.0,CAN,25.4045174538,9.0,2785.0,105173.0,,,Adrian Mannarino,L,183.0,FRA,27.8986995209,58.0,825.0,6-1 7-6(0) 6-1,5.0,R64,96.0,7.0,1.0,85.0,54.0,41.0,22.0,13.0,0.0,0.0,4.0,3.0,70.0,45.0,30.0,9.0,13.0,3.0,7.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,181.0,105413.0,,,Andrej Martin,R,180.0,SVK,26.6721423682,133.0,438.0,106298.0,29.0,,Lucas Pouille,R,,FRA,22.2450376454,31.0,1266.0,6-3 7-5 6-3,5.0,R64,135.0,1.0,2.0,115.0,76.0,50.0,22.0,15.0,10.0,12.0,3.0,4.0,93.0,48.0,29.0,20.0,15.0,2.0,8.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,182.0,106058.0,23.0,,Jack Sock,R,185.0,USA,23.6605065024,25.0,1505.0,104460.0,,,Dustin Brown,R,196.0,GER,31.4551676934,116.0,520.0,6-3 7-6(5) 6-2,5.0,R64,110.0,6.0,5.0,97.0,59.0,53.0,11.0,15.0,4.0,6.0,4.0,2.0,106.0,74.0,46.0,11.0,14.0,9.0,15.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,183.0,105077.0,,,Albert Ramos,L,188.0,ESP,28.34770705,55.0,853.0,105477.0,,,Marco Trungelliti,R,,ARG,26.3080082136,166.0,323.0,6-3 6-4 7-5,5.0,R64,169.0,4.0,2.0,121.0,74.0,45.0,27.0,16.0,7.0,10.0,3.0,3.0,122.0,76.0,45.0,22.0,15.0,15.0,21.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,184.0,104468.0,16.0,,Gilles Simon,R,183.0,FRA,31.4031485284,18.0,1945.0,105550.0,,,Guido Pella,L,,ARG,26.0177960301,48.0,899.0,4-6 1-6 7-5 7-6(4) 6-4,5.0,R64,272.0,9.0,4.0,194.0,117.0,78.0,32.0,26.0,11.0,19.0,2.0,2.0,165.0,115.0,76.0,27.0,25.0,10.0,17.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,185.0,104678.0,22.0,,Viktor Troicki,R,193.0,SRB,30.2806297057,24.0,1535.0,105583.0,,,Dusan Lajovic,R,180.0,SRB,25.8973305955,81.0,701.0,6-7(4) 6-3 6-0 RET,5.0,R64,119.0,2.0,1.0,94.0,56.0,40.0,22.0,14.0,5.0,7.0,5.0,3.0,88.0,56.0,32.0,16.0,13.0,3.0,9.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,186.0,104871.0,30.0,,Jeremy Chardy,R,188.0,FRA,29.2758384668,32.0,1265.0,106361.0,,,Adam Pavlasek,R,,CZE,21.6235455168,132.0,442.0,6-4 6-2 6-4,5.0,R64,91.0,8.0,2.0,67.0,45.0,40.0,16.0,14.0,0.0,0.0,5.0,4.0,84.0,55.0,42.0,12.0,14.0,6.0,10.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,187.0,104527.0,3.0,,Stanislas Wawrinka,R,183.0,SUI,31.1540041068,4.0,6315.0,106121.0,,,Taro Daniel,R,,JPN,23.318275154,93.0,614.0,7-6(7) 6-3 6-4,5.0,R64,127.0,12.0,1.0,93.0,59.0,48.0,21.0,16.0,2.0,3.0,7.0,2.0,121.0,76.0,50.0,24.0,15.0,13.0,17.0
2016-520,Roland Garros,Clay,128.0,G,20160523.0,188.0,105453.0,5.0,,Kei Nishikori,R,178.0,JPN,26.3983572895,6.0,4470.0,105723.0,,,Andrey Kuznetsov,R,185.0,RUS,25.2484599589,40.0,1063.0,6-3 6-3 6-3,5.0,R64,108.0,2.0,1.0,93.0,59.0,43.0,18.0,14.0,7.0,9.0,4.0,3.0,79.0,41.0,25.0,18.0,13.0,2.0,8.0
